train loaded 195 items
test loaded 83 items
Epoch: 0, Train Loss: 104.7302, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 32, Train Loss: 103.7596, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 33, Train Loss: 103.7576, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 34, Train Loss: 103.7565, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 35, Train Loss: 103.7558, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 36, Train Loss: 103.7552, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 37, Train Loss: 103.7548, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 38, Train Loss: 103.7544, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 39, Train Loss: 103.7540, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 40, Train Loss: 103.7535, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 41, Train Loss: 103.7530, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 42, Train Loss: 103.7526, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 43, Train Loss: 103.7519, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 44, Train Loss: 103.7511, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 45, Train Loss: 103.7498, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 46, Train Loss: 103.7474, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 47, Train Loss: 103.7420, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 48, Train Loss: 103.7263, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 49, Train Loss: 103.6924, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 50, Train Loss: 103.6694, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 51, Train Loss: 103.6626, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 52, Train Loss: 103.6602, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 53, Train Loss: 103.6591, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 54, Train Loss: 103.6585, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 55, Train Loss: 103.6581, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 56, Train Loss: 103.6578, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 57, Train Loss: 103.6576, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 58, Train Loss: 103.6574, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 59, Train Loss: 103.6573, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 60, Train Loss: 103.6572, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 61, Train Loss: 103.6571, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 62, Train Loss: 103.6571, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 63, Train Loss: 103.6570, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 64, Train Loss: 103.6570, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 65, Train Loss: 103.6569, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 66, Train Loss: 103.6569, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 67, Train Loss: 103.6569, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 68, Train Loss: 103.6568, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 69, Train Loss: 103.6568, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 70, Train Loss: 103.6568, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 71, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 72, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 73, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 74, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 75, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 76, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 77, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 78, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 79, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 80, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 81, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 82, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 83, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 84, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 85, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 86, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 87, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 88, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 89, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 90, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 91, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 92, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 93, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 94, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 95, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 96, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 97, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 98, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 99, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 100, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 101, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 102, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 103, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 104, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 105, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 106, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 107, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 108, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 109, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 110, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 111, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 112, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 113, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 114, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 115, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 116, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 117, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 118, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 119, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 120, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 121, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 122, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 123, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 124, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 125, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 126, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 127, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 128, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 129, Train Loss: 103.6566, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 130, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 131, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 132, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 133, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 134, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 135, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 136, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 137, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 138, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 139, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 140, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 141, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 142, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 143, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 144, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 145, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 146, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 147, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 148, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 149, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 150, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 151, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 152, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
Epoch: 153, Train Loss: 103.6567, Train A: 0.5590, P: 0.5590, R: 1.0000, F1: 0.7171, Test A: 0.4699, P: 0.4699, R: 1.0000, F1: 0.6393
